日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20211216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.02,-0.01,-0.01,0.00,0.00,
20211217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.07,0.05,0.04,0.00,0.00,
20211220,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.04,-0.02,-0.02,0.00,0.00,
20211221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.04,-0.01,-0.01,0.00,0.00,
20211222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.09,0.06,0.04,0.00,0.00,
20211223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.13,0.03,0.03,0.00,0.00,
20211224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.16,0.03,0.02,0.00,0.00,
20211227,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.25,0.09,0.07,0.00,0.00,
20211228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.30,0.05,0.04,0.00,0.00,
20211229,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.38,0.08,0.06,0.00,0.00,
20211230,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.48,0.10,0.08,0.00,0.00,
20211231,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.55,0.07,0.05,0.00,0.00,
20220104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.60,0.05,0.04,0.00,0.00,
20220105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.61,0.01,0.01,0.00,0.00,
20220106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.60,-0.01,-0.01,0.00,0.00,
20220107,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.61,0.01,0.01,0.00,0.00,
20220110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.69,0.08,0.06,0.00,0.00,
20220111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.75,0.06,0.05,0.00,0.00,
20220112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.82,0.06,0.05,0.00,0.00,
20220113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.87,0.06,0.04,0.00,0.00,
20220114,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.91,0.04,0.03,0.00,0.00,
20220117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.01,0.10,0.08,0.00,0.00,
20220118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.20,0.19,0.14,0.00,0.00,
20220119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.41,0.21,0.15,0.00,0.00,
20220120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.48,0.08,0.06,0.00,0.00,
20220121,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.56,0.08,0.06,0.00,0.00,
20220124,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.76,0.20,0.15,0.00,0.00,
20220125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.79,0.03,0.02,0.00,0.00,
20220126,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.69,-0.09,-0.07,0.00,0.00,
20220127,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.66,-0.04,-0.03,0.00,0.00,
20220128,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.70,0.04,0.03,0.00,0.00,
20220207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.82,0.13,0.09,0.00,0.00,
20220208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.84,0.02,0.01,0.00,0.00,
20220209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.83,-0.01,-0.01,0.00,0.00,
20220210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.81,-0.01,-0.01,0.00,0.00,
20220211,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.56,-0.25,-0.18,0.00,0.00,
20220214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.56,-0.01,-0.01,0.00,0.00,
20220215,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.50,-0.06,-0.04,0.00,0.00,
20220216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.49,-0.01,-0.01,0.00,0.00,
20220217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.53,0.05,0.04,0.00,0.00,
20220218,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.51,-0.02,-0.02,0.00,0.00,
20220221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.43,-0.08,-0.06,0.00,0.00,
20220222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.33,-0.10,-0.07,0.00,0.00,
20220223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.31,-0.02,-0.01,0.00,0.00,
20220224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.36,0.05,0.04,0.00,0.00,
20220225,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.36,0.00,0.00,0.00,0.00,
20220228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.41,0.05,0.04,0.00,0.00,
20220301,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.36,-0.05,-0.04,0.00,0.00,
20220302,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.31,-0.05,-0.04,0.00,0.00,
20220303,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.19,-0.12,-0.09,0.00,0.00,
20220304,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.18,-0.01,-0.01,0.00,0.00,
20220307,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.20,0.02,0.01,0.00,0.00,
20220308,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.24,0.04,0.03,0.00,0.00,
20220309,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.19,-0.05,-0.04,0.00,0.00,
20220310,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.13,-0.06,-0.04,0.00,0.00,
20220311,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.16,0.03,0.02,0.00,0.00,
20220314,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.44,0.28,0.21,0.00,0.00,
20220315,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.29,-0.16,-0.12,0.00,0.00,
20220316,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.25,-0.04,-0.03,0.00,0.00,
20220317,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.27,0.02,0.02,0.00,0.00,
20220318,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.33,0.06,0.04,0.00,0.00,
20220321,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.33,0.00,0.00,0.00,0.00,
20220322,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.25,-0.08,-0.06,0.00,0.00,
20220323,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.25,0.00,0.00,0.00,0.00,
20220324,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.31,0.05,0.04,0.00,0.00,
20220325,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.38,0.07,0.05,0.00,0.00,
20220328,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.43,0.06,0.04,0.00,0.00,
20220329,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.44,0.01,0.01,0.00,0.00,
20220330,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.51,0.07,0.06,0.00,0.00,
20220331,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.55,0.03,0.02,0.00,0.00,
20220401,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.62,0.07,0.05,0.00,0.00,
20220406,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.79,0.17,0.12,0.00,0.00,
20220407,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.89,0.10,0.08,0.00,0.00,
20220408,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.94,0.05,0.04,0.00,0.00,
20220411,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.97,0.03,0.03,0.00,0.00,
20220412,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.96,-0.01,-0.01,0.00,0.00,
20220413,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.97,0.02,0.01,0.00,0.00,
20220414,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.07,0.10,0.07,0.00,0.00,
20220415,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.12,0.04,0.03,0.00,0.00,
20220418,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.00,-0.12,-0.08,0.00,0.00,
20220419,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.02,0.02,0.01,0.00,0.00,
20220420,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,135.99,-0.03,-0.02,0.00,0.00,
20220421,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.01,0.02,0.02,0.00,0.00,
20220422,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.02,0.01,0.01,0.00,0.00,
20220425,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.13,0.10,0.08,0.00,0.00,
20220426,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.16,0.04,0.03,0.00,0.00,
20220427,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.14,-0.03,-0.02,0.00,0.00,
20220428,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.12,-0.02,-0.01,0.00,0.00,
20220429,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.15,0.03,0.03,0.00,0.00,
20220505,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.26,0.11,0.08,0.00,0.00,
20220506,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.30,0.04,0.03,0.00,0.00,
20220509,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.36,0.06,0.05,0.00,0.00,
20220510,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.47,0.11,0.08,0.00,0.00,
20220511,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.49,0.02,0.01,0.00,0.00,
20220512,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.50,0.01,0.01,0.00,0.00,
20220513,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.53,0.03,0.03,0.00,0.00,
20220516,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.58,0.05,0.04,0.00,0.00,
20220517,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.64,0.06,0.04,0.00,0.00,
20220518,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.73,0.09,0.06,0.00,0.00,
20220519,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.80,0.07,0.05,0.00,0.00,
20220520,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.77,-0.02,-0.02,0.00,0.00,
20220523,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.86,0.08,0.06,0.00,0.00,
20220524,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.90,0.05,0.03,0.00,0.00,
20220525,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.93,0.03,0.02,0.00,0.00,
20220526,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.11,0.18,0.13,0.00,0.00,
20220527,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.12,0.02,0.01,0.00,0.00,
20220530,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.11,-0.01,-0.01,0.00,0.00,
20220531,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.98,-0.13,-0.09,0.00,0.00,
20220601,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.95,-0.03,-0.02,0.00,0.00,
20220602,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.94,0.00,0.00,0.00,0.00,
20220606,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.90,-0.05,-0.03,0.00,0.00,
20220607,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.86,-0.04,-0.03,0.00,0.00,
20220608,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.86,0.00,0.00,0.00,0.00,
20220609,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.90,0.04,0.03,0.00,0.00,
20220610,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.93,0.04,0.03,0.00,0.00,
20220613,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.96,0.02,0.02,0.00,0.00,
20220614,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.91,-0.04,-0.03,0.00,0.00,
20220615,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.91,0.00,0.00,0.00,0.00,
20220616,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.94,0.02,0.02,0.00,0.00,
20220617,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.00,0.07,0.05,0.00,0.00,
20220620,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.99,-0.02,-0.01,0.00,0.00,
20220621,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.98,-0.01,-0.01,0.00,0.00,
20220622,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.99,0.01,0.01,0.00,0.00,
20220623,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.01,0.02,0.01,0.00,0.00,
20220624,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.03,0.03,0.02,0.00,0.00,
20220627,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.91,-0.12,-0.09,0.00,0.00,
20220628,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.89,-0.02,-0.01,0.00,0.00,
20220629,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.89,0.00,0.00,0.00,0.00,
20220630,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.97,0.09,0.06,0.00,0.00,
20220701,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.99,0.01,0.01,0.00,0.00,
20220704,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.92,-0.07,-0.05,0.00,0.00,
20220705,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.92,0.00,0.00,0.00,0.00,
20220706,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.92,0.00,0.00,0.00,0.00,
20220707,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.94,0.03,0.02,0.00,0.00,
20220708,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,136.97,0.03,0.02,0.00,0.00,
20220711,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.07,0.09,0.07,0.00,0.00,
20220712,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.16,0.09,0.07,0.00,0.00,
20220713,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.25,0.09,0.06,0.00,0.00,
20220714,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.30,0.05,0.04,0.00,0.00,
20220715,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.37,0.07,0.05,0.00,0.00,
20220718,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.45,0.08,0.06,0.00,0.00,
20220719,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.46,0.01,0.01,0.00,0.00,
20220720,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.53,0.08,0.06,0.00,0.00,
20220721,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.63,0.10,0.08,0.00,0.00,
20220722,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.61,-0.02,-0.01,0.00,0.00,
20220725,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.70,0.08,0.06,0.00,0.00,
20220726,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.78,0.08,0.06,0.00,0.00,
20220727,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.83,0.05,0.04,0.00,0.00,
20220728,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.82,-0.01,-0.01,0.00,0.00,
20220729,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,137.93,0.11,0.08,0.00,0.00,
20220801,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.08,0.16,0.11,0.00,0.00,
20220802,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.18,0.09,0.07,0.00,0.00,
20220803,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.24,0.07,0.05,0.00,0.00,
20220804,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.34,0.10,0.07,0.00,0.00,
20220805,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.35,0.01,0.01,0.00,0.00,
20220808,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.32,-0.03,-0.02,0.00,0.00,
20220809,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.27,-0.05,-0.04,0.00,0.00,
20220810,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.28,0.01,0.01,0.00,0.00,
20220811,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.26,-0.03,-0.02,0.00,0.00,
20220812,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.26,0.01,0.01,0.00,0.00,
20220815,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.60,0.33,0.24,0.00,0.00,
20220816,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.73,0.14,0.10,0.00,0.00,
20220817,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.74,0.01,0.01,0.00,0.00,
20220818,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.86,0.12,0.09,0.00,0.00,
20220819,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.92,0.06,0.04,0.00,0.00,
20220822,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.98,0.06,0.05,0.00,0.00,
20220823,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.98,-0.01,0.00,0.00,0.00,
20220824,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.00,0.02,0.01,0.00,0.00,
20220825,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.89,-0.11,-0.08,0.00,0.00,
20220826,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.82,-0.07,-0.05,0.00,0.00,
20220829,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.90,0.08,0.06,0.00,0.00,
20220830,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.98,0.08,0.06,0.00,0.00,
20220831,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.00,0.02,0.01,0.00,0.00,
20220901,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.06,0.06,0.04,0.00,0.00,
20220902,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.10,0.04,0.03,0.00,0.00,
20220905,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.17,0.07,0.05,0.00,0.00,
20220906,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.23,0.06,0.04,0.00,0.00,
20220907,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.23,0.01,0.00,0.00,0.00,
20220908,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.23,-0.01,0.00,0.00,0.00,
20220909,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.18,-0.05,-0.04,0.00,0.00,
20220913,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.24,0.07,0.05,0.00,0.00,
20220914,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.16,-0.09,-0.06,0.00,0.00,
20220915,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.20,0.04,0.03,0.00,0.00,
20220916,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.19,-0.01,0.00,0.00,0.00,
20220919,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.21,0.02,0.02,0.00,0.00,
20220920,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.26,0.05,0.04,0.00,0.00,
20220921,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.32,0.06,0.04,0.00,0.00,
20220922,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.35,0.03,0.02,0.00,0.00,
20220923,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.32,-0.03,-0.02,0.00,0.00,
20220926,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.19,-0.14,-0.10,0.00,0.00,
20220927,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.19,0.01,0.01,0.00,0.00,
20220928,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.15,-0.04,-0.03,0.00,0.00,
20220929,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.05,-0.09,-0.07,0.00,0.00,
